############################
SERVER SIDE STARTED
############################


Starting resend nak thread
8442.23487806# Server sent data 000000800
8442.2855401# Server sent data 000000801
8442.33623791# Server sent data 000000802
8442.38668394# Server sent data 000000803
8442.43770194# Server sent data 000000804
8442.48806095# Server sent data 000000805
8442.53849006# Server sent data 000000806
8442.58901906# Server sent data 000000807
8442.63961196# Server sent data 000000808
8442.69049311# Server sent data 000000809
8442.7413311# Server sent data 000000810
8442.79214907# Server sent data 000000811
8442.84252191# Server sent data 000000812
8442.89347911# Server sent data 000000813
8442.94430089# Server sent data 000000814
8442.99510789# Server sent data 000000815
8443.04550409# Server sent data 000000816
8443.09621906# Server sent data 000000817
8443.14669204# Server sent data 000000818
8443.19713593# Server sent data 000000819
8443.24776196# Server sent data 000000820
8443.29832196# Server sent data 000000821
8443.34944892# Server sent data 000000822
8443.40030503# Server sent data 000000823
8443.45081091# Server sent data 000000824
8443.50127602# Server sent data 000000825
8443.55194497# Server sent data 000000826
8443.60236311# Server sent data 000000827
8443.65312195# Server sent data 000000828
8443.70452189# Server sent data 000000829
8443.75528789# Server sent data 000000830
8443.80621505# Server sent data 000000831
8443.85752392# Server sent data 000000832
8443.90865207# Server sent data 000000833
8443.95975995# Server sent data 000000834
8444.01029801# Server sent data 000000835
8444.06150603# Server sent data 000000836
8444.1120019# Server sent data 000000837
8444.16305709# Server sent data 000000838
8444.21372509# Server sent data 000000839
8444.26473904# Server sent data 000000840
8444.31528902# Server sent data 000000841
8444.36624193# Server sent data 000000842
8444.41676497# Server sent data 000000843
8444.467834# Server sent data 000000844
8444.51835895# Server sent data 000000845
8444.56971192# Server sent data 000000846
8444.62006211# Server sent data 000000847
8444.67047691# Server sent data 000000848
8444.72098207# Server sent data 000000849
8444.77172899# Server sent data 000000850
8444.82293797# Server sent data 000000851
8444.87340403# Server sent data 000000852
8444.92413902# Server sent data 000000853
8444.975559# Server sent data 000000854
8445.02611804# Server sent data 000000855
8445.07655406# Server sent data 000000856
8445.12753296# Server sent data 000000857
8445.17799211# Server sent data 000000858
8445.22846007# Server sent data 000000859
8445.27897692# Server sent data 000000860
8445.32959294# Server sent data 000000861
8445.38012695# Server sent data 000000862
8445.43052912# Server sent data 000000863
8445.48083711# Server sent data 000000864
8445.53119111# Server sent data 000000865
8445.58213305# Server sent data 000000866
8445.63260198# Server sent data 000000867
8445.68319702# Server sent data 000000868
8445.73359799# Server sent data 000000869
8445.78400803# Server sent data 000000870
8445.83445907# Server sent data 000000871
8445.88506293# Server sent data 000000872
8445.93538308# Server sent data 000000873
8445.98618388# Server sent data 000000874
8446.03652096# Server sent data 000000875
8446.08689904# Server sent data 000000876
8446.13784099# Server sent data 000000877
8446.13897395# Server received NAK 876
8446.13907599# Server resent (NAK) 000000876
8446.18899798# Server sent data 000000878
8446.239537# Server sent data 000000879
8446.29012394# Server sent data 000000880
8446.34091997# Server sent data 000000881
8446.39156294# Server sent data 000000882
8446.44201112# Server sent data 000000883
8446.49250293# Server sent data 000000884
8446.54298401# Server sent data 000000885
8446.59330893# Server sent data 000000886
8446.64357901# Server sent data 000000887
8446.69440389# Server sent data 000000888
8446.74580312# Server sent data 000000889
8446.79625702# Server sent data 000000890
8446.8467021# Server sent data 000000891
8446.89725208# Server sent data 000000892
8446.94784808# Server sent data 000000893
8446.99829292# Server sent data 000000894
8447.04907799# Server sent data 000000895
8447.09934592# Server sent data 000000896
8447.14980888# Server sent data 000000897
8447.20025611# Server sent data 000000898
8447.25064993# Server sent data 000000899
8447.30160308# Server sent data 000000900
8447.35186791# Server sent data 000000901
8447.40244889# Server sent data 000000902
8447.45307803# Server sent data 000000903
8447.50411201# Server sent data 000000904
8447.5544939# Server sent data 000000905
8447.60481811# Server sent data 000000906
8447.65555811# Server sent data 000000907
8447.7058351# Server sent data 000000908
8447.75660491# Server sent data 000000909
8447.80719805# Server sent data 000000910
8447.85858893# Server sent data 000000911
8447.90993094# Server sent data 000000912
8447.96099591# Server sent data 000000913
8448.01150799# Server sent data 000000914
8448.06188989# Server sent data 000000915
8448.11288309# Server sent data 000000916
8448.1643889# Server sent data 000000917
8448.21520901# Server sent data 000000918
8448.26577806# Server sent data 000000919
8448.31612492# Server sent data 000000920
8448.36708498# Server sent data 000000921
8448.41764212# Server sent data 000000922
8448.468045# Server sent data 000000923
8448.51922202# Server sent data 000000924
8448.57054806# Server sent data 000000925
8448.62197495# Server sent data 000000926
8448.67248893# Server sent data 000000927
8448.7230401# Server sent data 000000928
8448.77359605# Server sent data 000000929
8448.82438993# Server sent data 000000930
8448.87484598# Server sent data 000000931
8448.92515492# Server sent data 000000932
8448.975775# Server sent data 000000933
8449.0270021# Server sent data 000000934
8449.02815509# Server received NAK 933
8449.02826405# Server resent (NAK) 000000933
8449.07827497# Server sent data 000000935
8449.12963295# Server sent data 000000936
8449.18018198# Server sent data 000000937
8449.23144698# Server sent data 000000938
8449.28176808# Server sent data 000000939
8449.33211398# Server sent data 000000940
8449.38253093# Server sent data 000000941
8449.43312311# Server sent data 000000942
8449.48356605# Server sent data 000000943
8449.53390193# Server sent data 000000944
8449.58475494# Server sent data 000000945
8449.6355269# Server sent data 000000946
8449.6860249# Server sent data 000000947
8449.73727202# Server sent data 000000948
8449.78787804# Server sent data 000000949
8449.838552# Server sent data 000000950
8449.88961101# Server sent data 000000951
8449.94008899# Server sent data 000000952
8449.99079299# Server sent data 000000953
8450.04160905# Server sent data 000000954
8450.0920279# Server sent data 000000955
8450.14294696# Server sent data 000000956
8450.19441104# Server sent data 000000957
8450.24489689# Server sent data 000000958
8450.29530907# Server sent data 000000959
8450.34586501# Server sent data 000000960
8450.39628911# Server sent data 000000961
8450.44670796# Server sent data 000000962
8450.49710798# Server sent data 000000963
8450.54801798# Server sent data 000000964
8450.59852695# Server sent data 000000965
8450.64887309# Server sent data 000000966
8450.65033293# Server received NAK 965
8450.65049195# Server resent (NAK) 000000965
8450.69950199# Server sent data 000000967
8450.75078201# Server sent data 000000968
8450.80128789# Server sent data 000000969
8450.85201001# Server sent data 000000970
8450.90295792# Server sent data 000000971
8450.95372009# Server sent data 000000972
8451.00410604# Server sent data 000000973
8451.05550098# Server sent data 000000974
8451.10610795# Server sent data 000000975
8451.15681911# Server sent data 000000976
8451.20726609# Server sent data 000000977
8451.25848699# Server sent data 000000978
8451.30890894# Server sent data 000000979
8451.359303# Server sent data 000000980
8451.40986609# Server sent data 000000981
8451.46045399# Server sent data 000000982
8451.51164508# Server sent data 000000983
8451.56199789# Server sent data 000000984
8451.61240697# Server sent data 000000985
8451.66277695# Server sent data 000000986
8451.71378112# Server sent data 000000987
8451.76429105# Server sent data 000000988
8451.81486607# Server sent data 000000989
8451.86543202# Server sent data 000000990
8451.916255# Server sent data 000000991
8451.967623# Server sent data 000000992
8452.01802111# Server sent data 000000993
8452.06862807# Server sent data 000000994
8452.1189549# Server sent data 000000995
8452.16963005# Server sent data 000000996
8452.22039294# Server sent data 000000997
8452.27076292# Server sent data 000000998
8452.32110095# Server sent data 000000999
TOTAL number of TRY: 1013
